id,era,typology,total_floor_area_m2,is_high_potential,grid_id,baseline_energy_kwh,R1_savings_kwh,R2_savings_kwh,R3_savings_kwh,R4_savings_kwh,R5_savings_kwh,R5_heating_savings_kwh,R5_cooling_savings_kwh
649017954,era2,midrise,1187.96,0,1161,251171.39,12319.15,5654.69,7567.31,67024.70,86828.00,68889.80,13055.68
649017956,era2,midrise,2603.95,0,1161,550553.20,27002.96,12394.80,16587.16,146914.86,190322.71,151003.06,28617.41
649017959,era2,midrise,1286.48,0,1161,272000.46,13340.80,6123.64,8194.88,72583.20,94028.82,74602.98,14138.42
649017961,era2,midrise,1952.80,0,1161,412880.25,20250.54,9295.33,12439.34,110176.98,142730.15,113242.87,21461.27
649017964,era2,midrise,2095.72,0,1161,443099.07,21732.62,9975.63,13349.74,118240.52,153176.17,121530.80,23031.96
649017965,era2,midrise,1239.67,0,1161,262103.46,12855.38,5900.83,7896.70,69942.18,90607.48,71888.46,13623.97
649017968,era2,midrise,1267.40,0,1161,267966.14,13142.94,6032.82,8073.34,71506.71,92634.27,73496.53,13928.73
649017969,era2,midrise,1886.22,0,1161,398804.14,19560.10,8978.41,12015.22,106420.53,137863.82,109381.90,20729.56
649017971,era2,lowrise,1805.40,0,1161,381715.45,18722.00,8593.70,11500.40,101860.67,131956.69,104695.15,19841.35
649017973,era2,lowrise,1892.28,0,1160,400083.98,19622.94,9007.25,12053.82,106762.44,138306.75,109733.32,20796.16
649017975,era2,lowrise,1820.91,0,1160,384994.55,18882.84,8667.53,11599.20,102735.74,133090.31,105594.57,20011.80
649017977,era2,lowrise,2013.43,0,1160,425698.93,20879.27,9583.93,12825.55,113597.72,147161.60,116758.81,22127.60
649017979,era2,midrise,2761.42,1,1160,583847.12,28635.93,13144.36,17590.25,155799.32,201832.19,160134.75,30348.01
649017981,era2,midrise,1528.55,0,1160,323181.57,15851.06,7275.90,9736.86,86240.79,111721.72,88640.61,16798.76
649017983,era2,lowrise,812.01,0,1161,171683.17,8420.54,3865.17,5172.50,45813.60,59349.81,47088.46,8923.99
649017985,era2,lowrise,580.82,0,1160,122802.19,6023.10,2764.70,3699.82,32769.86,42452.13,33681.75,6383.21
649017986,era2,lowrise,1118.98,0,1160,236586.15,11603.82,5326.34,7127.90,63132.85,81786.25,64889.65,12297.59
649017988,era1,lowrise,1862.67,0,1160,486548.90,34440.77,18906.10,20265.85,166783.47,228866.26,180008.43,35930.90
649017990,era1,lowrise,774.79,0,1160,202382.64,14325.87,7864.12,8429.72,69374.70,95198.45,74875.71,14945.70
649017992,era1,lowrise,2367.38,0,1160,618383.38,43772.86,24028.91,25757.09,211975.21,290879.98,228783.60,45666.76
649017994,era1,lowrise,903.39,0,1160,235974.21,16703.68,9169.41,9828.88,80889.54,110999.53,87303.61,17426.39
649017996,era1,lowrise,3581.56,1,1160,935540.13,66223.04,36352.83,38967.37,320692.88,440066.28,346121.96,69088.29
649017999,era1,lowrise,5511.61,1,1160,1439688.60,101909.67,55942.84,59966.32,493509.56,677211.52,532641.99,106318.96
649018001,era1,lowrise,2674.19,1,1160,698524.25,49445.77,27143.03,29095.19,239446.97,328577.73,258433.72,51585.13
649018003,era2,midrise,935.53,0,1161,197799.33,9701.45,4453.12,5959.33,52782.60,68377.89,54251.38,10281.47
649018004,era2,midrise,749.53,0,1161,158473.66,7772.63,3567.76,4774.51,42288.48,54783.15,43465.24,8237.33
649018006,era1,lowrise,2825.70,1,1161,738102.38,52247.19,28680.85,30743.62,253013.18,347193.76,273075.65,54507.75
649018008,era2,lowrise,8582.09,1,1161,1814511.49,88996.27,40850.75,54667.91,484201.52,627264.96,497675.40,94317.17
649018011,era1,lowrise,1725.17,0,1160,450632.43,31898.39,17510.48,18769.85,154471.72,211971.64,166720.43,33278.53
649018013,era1,midrise,3911.94,1,1161,1021838.33,72331.77,39706.19,42561.91,350275.11,480660.07,378049.88,75461.32
649018015,era1,lowrise,2135.22,0,1161,557740.37,39480.22,21672.48,23231.19,191187.60,262354.48,206347.66,41188.39
649018017,era1,lowrise,2633.74,0,1160,687959.34,48697.85,26732.46,28655.09,235825.08,323607.63,254524.63,50804.84
649018019,era1,lowrise,4121.96,1,1160,1076696.77,76215.04,41837.89,44846.92,369080.30,506465.23,398346.21,79512.61
649018021,era1,lowrise,3166.64,1,1160,827158.87,58551.17,32141.40,34453.04,283540.95,389085.06,306024.09,61084.49
649018023,era1,midrise,2362.98,0,1161,617233.01,43691.50,23984.25,25709.22,211581.23,290339.35,228358.39,45581.88
649018025,era1,lowrise,3419.21,1,1161,893131.95,63221.19,34704.98,37201.00,306156.06,420118.33,330432.45,65956.56
649018027,era1,lowrise,5172.70,1,1162,1351161.62,95643.22,52502.90,56278.98,463163.56,635569.65,499889.73,99781.38
649018029,era1,lowrise,14868.46,1,1162,3883789.62,274917.83,150914.87,161768.84,1331321.91,1826887.68,1436887.97,286812.59
649018031,era1,lowrise,1849.63,0,1161,483142.69,34199.66,18773.74,20123.97,165615.87,227264.04,178748.24,35679.36
649018034,era1,lowrise,2094.77,0,1161,547175.49,38732.30,21261.92,22791.10,187565.71,257384.39,202438.57,40408.11
649018036,era2,midrise,2137.41,0,1162,451912.71,22164.94,10174.07,13615.30,120592.67,156223.30,123948.41,23490.14
649018038,era2,midrise,1287.91,0,1162,272302.69,13355.63,6130.45,8203.99,72663.88,94133.34,74685.90,14154.13
649018040,era2,midrise,2231.45,0,1162,471794.93,23140.14,10621.70,14214.34,125898.41,163096.68,129401.79,24523.64
649018042,era2,midrise,2809.60,1,1162,594033.86,29135.55,13373.70,17897.15,158517.63,205353.66,162928.70,30877.50
649018044,era2,midrise,6927.09,1,1203,1464594.94,71833.92,32972.95,44125.56,390826.42,506301.01,401701.95,76128.72
649018046,era2,midrise,2036.75,0,1203,430630.22,21121.10,9694.93,12974.10,114913.44,148866.06,118111.13,22383.88
649018048,era2,midrise,1514.87,0,1203,320289.89,15709.20,7210.78,9649.72,85468.97,110721.85,87847.31,16648.42
649018050,era1,lowrise,3648.60,1,1162,953050.37,67462.61,37033.29,39696.77,326695.64,448303.48,352600.70,70381.49
649018052,era2,midrise,1069.29,0,1203,226079.98,11088.54,5089.82,6811.38,60329.34,78154.41,62008.13,11751.50
649018054,era1,lowrise,13395.03,1,1203,3498916.67,247674.10,135959.55,145737.93,1199390.99,1645847.34,1294495.70,258390.13
649018057,era1,lowrise,4921.57,1,1203,1285562.11,90999.83,49953.94,53546.68,440677.38,604713.31,475620.52,94937.09
649018059,era1,lowrise,1067.46,0,1203,278830.59,19737.34,10834.72,11613.96,95580.37,131158.81,103159.33,20591.30
649018061,era2,midrise,3532.22,1,1203,746817.14,36629.12,16813.37,22500.24,199287.85,258169.96,204833.44,38819.10
649018063,era1,lowrise,5845.63,1,1202,1526937.61,108085.70,59333.14,63600.45,523417.71,718252.56,564921.68,112762.20
649018065,era1,lowrise,2514.31,0,1202,656762.44,46489.59,25520.25,27355.69,225131.32,308933.27,242982.92,48501.04
649018067,era1,lowrise,3637.47,1,1202,950143.46,67256.82,36920.32,39575.67,325699.06,446935.94,351525.10,70166.80
649018069,era1,lowrise,2072.98,0,1161,541482.74,38329.40,21040.75,22554.02,185614.63,254707.05,200332.79,39987.78
649018071,era2,midrise,3846.95,1,1161,813361.21,39892.87,18311.48,24505.07,217044.92,281173.58,223084.63,42277.98
649018073,era2,midrise,2047.36,0,1161,432874.08,21231.12,9745.43,13041.68,115512.05,149641.54,118726.41,22500.49
649018075,era2,midrise,1930.36,0,1161,408135.72,20017.83,9188.51,12296.39,108910.91,141090.01,111941.58,21214.66
649018077,era2,midrise,1873.39,0,1161,396090.00,19427.05,8917.34,11933.49,105696.66,136926.08,108637.89,20588.56
649018079,era2,midrise,2070.41,0,1161,437746.84,21470.15,9855.15,13188.51,116812.53,151326.27,120063.08,22753.81
649018081,era2,midrise,1788.20,0,1161,378080.09,18543.63,8511.83,11390.83,100890.24,130699.54,103697.72,19652.32
649018083,era2,midrise,1906.52,0,1161,403095.54,19770.61,9075.04,12144.53,107565.86,139347.55,110559.09,20952.65
649018085,era2,midrise,1232.91,0,1161,260674.32,12785.28,5868.65,7853.64,69560.78,90113.39,71496.45,13549.68
649018086,era2,midrise,1914.44,0,1161,404771.00,19852.74,9112.73,12194.98,108012.70,139926.42,111018.38,21039.70
649018087,era1,lowrise,984.35,0,1161,257123.34,18200.63,9991.15,10709.73,88138.70,120947.08,95127.58,18988.11
649018089,era2,midrise,1944.09,0,1161,411038.25,20160.21,9253.87,12383.85,109685.56,142093.54,112737.78,21365.55
649018091,era2,highrise,1025.37,0,1161,216794.47,10633.09,4880.76,6531.61,57851.38,74944.29,59461.21,11268.82
649018093,era2,midrise,1492.83,0,1161,315629.09,15480.65,7105.87,9509.33,84225.47,109110.94,86569.21,16406.20
649018095,era2,highrise,2098.45,0,1161,443676.09,21760.93,9988.62,13367.13,118394.55,153375.71,121689.12,23061.97
649018097,era2,highrise,2199.69,0,1161,465081.50,22810.79,10470.52,14012.03,124106.51,160775.34,127560.02,24174.59
649018099,era2,midrise,1465.95,0,1161,309946.75,15201.90,6977.92,9338.10,82708.90,107146.29,85010.44,16110.79
649018101,era2,highrise,1687.92,0,1161,356876.13,17503.73,8034.50,10752.05,95232.45,123370.07,97882.48,18550.24
649018103,era1,lowrise,1447.37,0,1161,378068.18,26761.87,14690.81,15747.39,129597.51,177838.35,139873.84,27919.77
649018105,era1,highrise,1747.11,0,1161,456362.11,32304.06,17733.17,19008.56,156436.23,214667.41,168840.71,33701.75
649018107,era1,highrise,2078.25,0,1161,542858.98,38426.84,21094.24,22611.36,186086.50,255354.58,200842.08,40089.44
649018109,era1,highrise,1282.74,0,1161,335065.01,23717.86,13019.81,13956.21,114856.54,157610.26,123963.99,24744.05
649018111,era1,highrise,4012.19,1,1161,1048025.06,74185.39,40723.73,43652.63,359251.49,492977.79,387738.04,77395.15
649018114,era2,highrise,1782.69,0,1161,376913.19,18486.50,8485.60,11355.74,100579.37,130296.81,103378.19,19591.76
649018116,era2,highrise,1800.97,0,1161,380778.45,18676.06,8572.62,11472.18,101610.73,131632.90,104438.25,19792.66
649018118,era1,highrise,2289.95,0,1161,598158.34,42341.18,23242.99,24914.66,205042.12,281366.16,221300.77,44173.14
649018120,era1,highrise,1228.04,0,1161,320775.45,22706.46,12464.61,13361.08,109958.70,150889.27,118677.79,23688.89
649018122,era1,highrise,2215.97,0,1161,578833.76,40973.29,22492.10,24109.75,198417.95,272276.23,214151.34,42746.06
649018124,era1,highrise,1089.34,0,1161,284545.86,20141.90,11056.80,11852.02,97539.50,133847.21,105273.82,21013.37
649018127,era1,highrise,2194.53,0,1161,573232.69,40576.86,22274.48,23876.49,196498.22,269641.90,212079.38,42332.48
649018128,era1,highrise,2636.85,0,1161,688771.91,48755.36,26764.03,28688.93,236103.55,323989.76,254825.18,50864.84
649018129,era1,lowrise,3361.26,1,1161,877995.94,62149.70,34116.79,36570.51,300967.22,412998.02,324832.17,64838.71
649018130,era1,lowrise,924.31,0,1161,241439.40,17090.49,9381.75,10056.49,82762.72,113569.97,89325.32,17829.94
649018131,era1,lowrise,439.94,0,1160,114915.61,8134.49,4465.39,4786.55,39392.23,54055.43,42515.80,8486.44
649018132,era1,lowrise,2393.31,0,1160,625157.39,44252.30,24292.10,26039.21,214296.98,294066.00,231289.48,46166.95
649018133,era1,lowrise,3240.38,1,1201,846419.58,59914.63,32889.86,35255.33,290143.63,398145.49,313150.32,62506.93
649018134,era1,lowrise,4522.73,1,1201,1181381.71,83625.28,45905.71,49207.30,404965.24,555707.84,437076.63,87243.46
649018135,era1,lowrise,5435.54,1,1201,1419817.59,100503.13,55170.73,59138.68,486698.25,667864.80,525290.59,104851.57
649018136,era2,midrise,5461.61,1,1202,1154748.40,56636.90,25997.26,34790.46,308144.04,399189.07,316718.76,60023.09
649018137,era1,midrise,2368.84,0,1202,618765.34,43799.85,24043.73,25772.98,212105.93,291059.37,228924.70,45694.92
649018138,era1,midrise,2495.14,0,1202,651754.29,46135.14,25325.67,27147.12,223414.84,306577.85,241130.33,48131.25
649018139,era1,midrise,3417.02,1,1202,892559.22,63180.70,34682.75,37177.18,305959.97,419849.25,330220.81,65914.32
649018140,era1,midrise,4166.50,1,1202,1088331.43,77038.58,42289.97,45331.52,373068.41,511937.85,402650.56,80371.79
649018141,era1,highrise,1616.41,0,1202,422223.35,29887.42,16406.56,17586.54,144733.35,198608.30,156209.86,31180.55
649018142,era2,highrise,1767.19,0,1202,373637.43,18325.76,8411.82,11257.00,99704.86,129163.92,102479.35,19421.42
649018143,era1,highrise,1735.81,0,1202,453412.01,32095.13,17618.47,18885.61,155424.43,213278.97,167748.68,33483.77
649018144,era1,highrise,2138.23,0,1202,558527.82,39535.87,21703.03,23263.94,191457.11,262724.32,206638.55,41246.46
649018145,era1,highrise,1153.97,0,1202,301428.15,21336.91,11712.80,12555.19,103326.47,141788.29,111519.66,22260.08
649018146,era1,lowrise,2663.89,1,1161,695835.21,49255.33,27038.48,28983.12,238524.71,327312.16,257438.33,51386.44
649018147,era2,midrise,2235.15,0,1161,472577.69,23178.51,10639.31,14237.91,126107.16,163367.11,129616.35,24564.30
649018148,era1,lowrise,1625.83,0,1202,424683.87,30061.60,16502.17,17689.03,145576.82,199765.73,157120.21,31362.26
649018149,era1,midrise,3311.76,1,1202,865064.21,61234.44,33614.36,36031.95,296534.99,406915.95,320048.49,63883.85
649018150,era1,lowrise,1829.41,0,1161,477859.80,33825.79,18568.51,19903.98,163805.37,224779.61,176794.18,35289.32
649018151,era2,highrise,2067.93,0,1161,437222.43,21444.43,9843.35,13172.71,116672.61,151145.00,119919.26,22726.55
649018152,era2,midrise,4639.39,1,1161,980905.41,48110.47,22083.50,29552.91,261754.38,339093.02,269038.23,50986.90
649018153,era1,lowrise,2333.02,0,1161,609408.01,43137.54,23680.15,25383.26,208898.61,286658.17,225463.05,45003.96
649018154,era2,midrise,1535.99,0,1161,324753.86,15928.22,7311.31,9784.26,86660.56,112265.51,89072.06,16880.53
649018155,era1,lowrise,1397.62,0,1202,365073.14,25841.99,14185.84,15206.11,125142.89,171725.57,135066.00,26960.09
649018156,era1,lowrise,3057.61,1,1202,798678.05,56535.21,31034.74,33266.80,273778.40,375688.54,295487.43,58981.30
649018157,era1,midrise,2820.01,1,1202,736613.94,52141.98,28623.10,30681.71,252503.70,346494.63,272525.77,54397.99
649018158,era1,midrise,2287.84,0,1202,597607.99,42302.16,23221.58,24891.70,204853.19,281106.90,221096.86,44132.43
649018159,era1,midrise,8075.93,1,1202,2109514.30,149323.95,81970.69,87866.12,723118.77,992289.52,780457.88,155784.69
649018160,era1,highrise,3762.12,1,1202,982702.73,69561.60,38185.52,40931.87,336860.22,462251.68,363571.28,72571.29
649018161,era2,midrise,5013.54,1,1119,1060011.86,51990.41,23864.45,31936.25,282863.93,366439.64,290735.18,55098.80
649018162,era2,midrise,1397.31,0,1119,295433.66,14490.10,6651.20,8900.86,78836.23,102129.39,81030.01,15356.44
649018163,era1,lowrise,731.04,0,1119,190953.69,13516.93,7420.06,7953.72,65457.32,89822.88,70647.71,14101.76
649018164,era1,lowrise,1551.16,0,1119,405177.84,28680.95,15744.27,16876.62,138890.87,190591.03,149904.10,29921.88
649018165,era1,lowrise,2063.20,0,1119,538928.54,38148.57,20941.48,22447.62,184738.93,253505.38,199387.65,39799.13
649018166,era2,midrise,2041.24,0,1119,431579.86,21167.66,9716.30,13002.70,115166.76,149194.23,118371.51,22433.23
649018167,era2,midrise,961.62,0,1119,203315.70,9972.00,4577.31,6125.52,54254.60,70284.81,55764.34,10568.20
649018168,era2,midrise,1539.29,0,1119,325452.35,15962.44,7327.02,9805.28,86846.74,112506.71,89263.43,16916.80
649018169,era2,midrise,1061.10,0,1119,224348.14,11003.61,5050.84,6759.21,59867.26,77555.80,61533.19,11661.49
649018170,era2,midrise,1555.01,0,1119,328776.62,16125.45,7401.85,9905.41,87733.66,113655.68,90175.03,17089.56
649018171,era2,midrise,2689.93,1,1119,568731.66,27894.57,12804.07,17134.85,151765.85,196606.98,155989.04,29562.33
649018172,era2,midrise,3833.57,1,1119,810531.35,39754.12,18247.79,24419.84,216290.02,280195.63,222308.72,42130.93
649018173,era3,midrise,1271.86,0,1119,191301.21,3586.65,4158.98,623.21,27408.58,29888.71,18912.56,2467.41
649018174,era2,lowrise,1606.91,0,1119,339749.55,16663.66,7648.89,10236.02,90661.86,117449.05,93184.71,17659.94
649018175,era2,midrise,3095.02,1,1119,654381.10,32095.36,14732.30,19715.28,174621.03,226215.01,179480.21,34014.27
649018176,era3,lowrise,14209.12,1,1119,2137193.06,40069.72,46463.82,6962.47,306206.54,333914.32,211289.61,27565.69
649018177,era3,midrise,7119.65,1,1160,1070867.01,20077.41,23281.26,3488.63,153428.46,167311.77,105869.20,13812.12
649018178,era1,midrise,1135.59,0,1119,296627.56,20997.06,11526.24,12355.22,101680.73,139529.94,109743.42,21905.53
649018179,era1,midrise,1369.29,0,1160,357672.83,25318.17,13898.29,14897.88,122606.23,168244.66,132328.19,26413.60
649018180,era1,midrise,3076.11,1,1160,803509.77,56877.27,31222.52,33468.08,275434.89,377961.64,297275.27,59338.16
649018181,era1,lowrise,2230.49,0,1160,582627.29,41241.76,22639.47,24267.73,199718.07,274060.31,215554.55,43026.15
649018182,era1,lowrise,2691.76,1,1160,703115.49,49770.64,27321.36,29286.35,241020.19,330736.55,260131.69,51924.05
649018183,era1,lowrise,2947.86,1,1160,770011.68,54505.93,29920.78,32072.72,263951.38,362203.56,284881.19,56864.22
649018184,era1,lowrise,2976.34,1,1160,777450.90,55032.53,30209.85,32382.58,266501.48,365702.90,287633.50,57413.60
649018185,era1,midrise,1970.16,0,1160,514625.56,36428.26,19997.12,21435.34,176408.13,242073.56,190396.26,38004.39
649018186,era1,lowrise,3783.89,1,1160,988388.67,69964.13,38406.48,41168.72,338809.51,464926.56,365675.13,72991.24
649018187,era2,midrise,1915.08,0,1160,404904.80,19859.38,9115.78,12199.06,108048.81,139973.20,111055.49,21046.73
649018189,era1,lowrise,3427.84,1,1160,895386.50,63380.76,34792.58,37294.90,306928.79,421178.70,331266.46,66123.03
649018191,era1,lowrise,1897.27,0,1160,495586.79,35080.52,19257.29,20642.30,169881.56,233117.56,183352.17,36598.34
649018193,era1,lowrise,3837.47,1,1160,1002386.25,70954.82,38950.32,41751.67,343607.06,471509.94,370853.10,74024.80
649018195,era1,lowrise,2229.30,0,1160,582314.73,41219.76,22627.39,24254.78,199611.52,273914.09,215439.55,43003.20
649018197,era1,lowrise,4320.31,1,1160,1128509.21,79882.53,43851.15,47004.97,386840.56,530836.49,417514.76,83338.78
649018199,era1,lowrise,1503.43,0,1160,392711.60,27798.42,15259.81,16357.32,134617.12,184726.44,145291.48,29001.16
649018202,era1,lowrise,2253.74,0,1160,588698.85,41671.65,22875.46,24520.69,201799.88,276917.03,217801.43,43474.64
649018204,era1,lowrise,2911.18,1,1160,760429.42,53827.72,29548.48,31673.64,260667.06,357696.69,281336.44,56156.66
649018206,era1,lowrise,7013.82,1,1160,1832079.58,129685.53,71190.27,76310.36,628017.44,861788.06,677815.56,135296.59
649018208,era1,lowrise,2042.62,0,1160,533553.11,37768.04,20732.59,22223.71,182896.19,250976.72,197398.80,39402.14
649018210,era1,lowrise,3710.60,1,1160,969244.65,68608.99,37662.59,40371.33,332247.12,455921.42,358592.38,71577.47
649018212,era1,lowrise,2635.85,0,1160,688510.77,48736.87,26753.88,28678.05,236014.01,323866.89,254728.54,50845.55
649018214,era1,lowrise,2288.09,0,1160,597672.06,42306.78,23224.11,24894.42,204875.58,281137.62,221121.02,44137.26
649018216,era1,lowrise,5678.47,1,1160,1483272.16,104994.91,57636.47,61781.75,508450.20,697713.61,548767.34,109537.69
649018218,era1,lowrise,4979.21,1,1160,1300619.77,92065.59,50538.98,54173.80,445838.46,611795.53,481190.85,96048.96
649018220,era1,lowrise,1552.57,0,1160,405545.88,28707.02,15758.59,16891.96,139017.12,190764.28,150040.36,29949.08
649018222,era1,lowrise,1720.58,0,1160,449431.55,31813.52,17463.89,18719.91,154060.73,211407.66,166276.85,33189.99
649018224,era1,lowrise,4832.58,1,1160,1262317.68,89354.40,49050.69,52578.47,432709.21,593779.10,467020.53,93220.47
649018226,era1,lowrise,752.24,0,1160,196492.96,13908.92,7635.24,8184.37,67355.57,92427.73,72696.47,14510.71
649018228,era1,lowrise,2564.74,0,1201,669936.14,47422.04,26032.11,27904.37,229646.82,315129.60,247856.47,49473.83
649018229,era1,lowrise,2618.45,0,1201,683965.18,48415.14,26577.27,28488.74,234456.01,321728.95,253047.01,50509.90
649018230,era1,lowrise,3945.96,1,1201,1030723.56,72960.80,40051.49,42932.04,353321.26,484840.11,381337.57,76117.57
649018231,era1,lowrise,3977.26,1,1201,1038900.15,73539.54,40369.19,43272.59,356123.86,488685.94,384362.41,76721.35
649018232,era1,lowrise,2656.66,1,1201,693945.23,49121.64,26965.10,28904.46,237877.34,326423.81,256739.62,51246.97
649018233,era2,lowrise,393.79,0,1201,83258.18,4083.60,1874.44,2508.44,22217.63,28782.11,22835.88,4327.75
649018234,era1,lowrise,725.45,0,1201,189494.25,13413.57,7363.32,7892.90,64956.79,89136.04,70107.49,13993.93
649018235,era1,lowrise,1157.51,0,1201,302354.47,21402.36,11748.73,12593.71,103643.45,142223.25,111861.77,22328.37
649018236,era1,lowrise,4081.86,1,1201,1066221.66,75473.59,41430.88,44410.64,365489.74,501538.14,394470.95,78739.08
649018237,era1,lowrise,3505.54,1,1201,915683.32,64817.43,35581.23,38140.28,313886.05,430725.70,338775.39,67621.87
649018238,era1,lowrise,2765.02,1,1201,722250.44,51125.22,28064.95,30083.42,247579.89,339738.01,267211.53,53337.24
649018239,era1,lowrise,3128.34,1,1201,817153.40,57843.01,31752.65,34036.34,280111.56,384379.14,302322.78,60345.68
649018240,era1,lowrise,1004.09,0,1201,262277.82,18565.62,10191.51,10924.50,89906.22,123372.54,97035.26,19368.90
649018241,era1,lowrise,1653.21,0,1201,431833.75,30567.85,16780.08,17986.92,148028.42,203129.91,159766.21,31890.42
649018243,era1,lowrise,1628.43,0,1201,425361.04,30109.67,16528.56,17717.32,145809.62,200085.19,157371.48,31412.41
649018245,era1,lowrise,573.87,0,1201,149900.70,10610.86,5824.78,6243.71,51384.32,70511.41,55458.80,11069.95
649018247,era1,lowrise,584.33,0,1201,152634.05,10804.26,5930.95,6357.51,52320.91,71796.63,56469.65,11271.73
649018250,era1,lowrise,4775.96,1,1201,1247528.03,88307.50,48475.99,51962.44,427639.46,586822.21,461548.77,92128.27
649018252,era1,lowrise,3294.08,1,1118,860446.40,60907.54,33434.91,35839.59,294951.92,404743.61,318339.89,63542.80
649018254,era1,lowrise,2970.40,1,1118,775898.74,54922.70,30149.56,32317.95,265969.62,364973.05,287059.46,57299.02
649027341,era1,lowrise,2563.39,0,1159,669583.01,47397.08,26018.41,27889.68,229525.94,314963.73,247726.01,49447.79
649027343,era1,lowrise,2321.13,0,1159,606303.19,42917.69,23559.47,25253.89,207833.98,285197.24,224314.00,44774.60
649027346,era1,lowrise,2203.19,0,1159,575494.69,40736.98,22362.38,23970.71,197273.63,270705.96,212916.28,42499.54
649027349,era1,lowrise,2203.47,0,1159,575569.05,40742.16,22365.22,23973.75,197298.70,270740.36,212943.34,42504.94
649027351,era2,midrise,2202.85,0,1159,465747.90,22843.55,10485.57,14032.15,124284.80,161006.31,127743.27,24209.32
649027354,era1,lowrise,5410.45,1,1159,1413264.06,100039.22,54916.07,58865.70,484451.69,664781.99,522865.89,104367.58
649027357,era1,lowrise,3179.70,1,1159,830570.05,58792.65,32273.95,34595.14,284710.34,390689.74,307286.21,61336.41
649027359,era1,lowrise,3033.60,1,1159,792406.53,56091.26,30791.04,33005.57,271628.54,372738.43,293167.10,58518.14
649027361,era2,midrise,1742.22,0,1159,368357.46,18066.82,8292.97,11097.94,98296.05,127338.86,101031.34,19147.00
649027363,era1,lowrise,2710.54,1,1160,708019.50,50117.88,27511.98,29490.68,242701.75,333044.05,261946.59,52286.32
649027366,era2,midrise,2905.53,1,1159,614315.66,30130.35,13830.32,18508.23,163930.00,212365.19,168491.68,31931.77
649027368,era1,lowrise,3556.52,1,1160,928997.81,65760.05,36098.68,38694.94,318450.80,436989.61,343702.09,68605.27
649027371,era1,lowrise,2980.03,1,1160,778413.92,55100.75,30247.30,32422.73,266831.89,366156.29,287990.10,57484.78
649027374,era1,lowrise,7476.72,1,1160,1952993.51,138244.55,75888.71,81346.71,669465.51,918664.59,722550.22,144225.93
649027376,era2,lowrise,2539.13,0,1160,536849.23,26330.78,12086.26,16174.26,143257.71,185585.01,147244.15,27905.04
649027378,era2,lowrise,1656.53,0,1160,350239.75,17178.22,7885.08,10552.10,93461.42,121075.78,96062.17,18205.26
649027380,era1,lowrise,1020.89,0,1160,266666.09,18876.26,10362.03,11107.28,91410.49,125436.75,98658.81,19692.97
649027382,era1,lowrise,933.89,0,1160,243942.56,17267.63,9478.98,10160.72,83620.51,114747.06,90251.13,18014.74
649027384,era2,lowrise,1021.59,0,1160,215995.17,10593.89,4862.77,6507.53,57638.11,74668.01,59242.00,11227.27
649027387,era2,lowrise,1763.01,0,1159,372753.31,18282.41,8391.93,11230.37,99469.02,128858.40,102236.95,19375.48
649027389,era2,midrise,985.09,0,1159,208277.17,10215.38,4689.03,6275.02,55578.78,72000.23,57125.37,10826.14
649027391,era2,midrise,2984.37,1,1159,630985.93,30947.92,14205.60,19010.44,168378.16,218127.60,173063.62,32798.23
649027394,era3,midrise,1726.82,0,1159,259731.69,4869.63,5646.70,846.14,37212.97,40580.27,25677.81,3350.03
649027395,era3,midrise,1519.81,0,1159,228595.23,4285.86,4969.78,744.71,32751.91,35715.53,22599.57,2948.43
649027397,era3,midrise,1243.16,0,1200,186983.93,3505.71,4065.13,609.15,26790.10,29214.26,18485.79,2411.73
649027400,era1,lowrise,2392.79,0,1201,625020.00,44242.69,24286.82,26033.56,214250.42,294002.11,231239.23,46156.92
649027402,era1,lowrise,1678.90,0,1200,438544.68,31042.86,17040.83,18266.43,150328.71,206286.44,162248.90,32385.98
649027405,era1,lowrise,2083.35,0,1201,544191.71,38521.14,21146.00,22666.85,186543.16,255981.21,201334.94,40187.82
649027407,era1,lowrise,856.21,0,1201,223650.33,15831.32,8690.53,9315.56,76665.04,105202.52,82744.13,16516.29
649027408,era3,midrise,886.47,0,1200,133334.35,2499.85,2898.76,434.37,19103.43,20832.05,13181.81,1719.75
649027411,era1,lowrise,1142.21,0,1200,298355.74,21119.46,11593.43,12427.24,102273.48,140343.34,110383.17,22033.23
649027413,era2,midrise,2406.70,0,1200,508848.89,24957.48,11455.89,15330.68,135786.01,175905.70,139564.53,26449.63
649027415,era2,lowrise,1087.48,0,1201,229925.44,11277.17,5176.40,6927.25,61355.62,79483.91,63062.97,11951.41
649027417,era1,lowrise,2107.51,0,1201,550503.80,38967.86,21391.23,22929.71,188706.45,258949.75,203669.77,40653.87
649027419,era2,midrise,1350.75,0,1159,285588.23,14007.28,6429.57,8604.28,76209.32,98726.32,78329.99,14844.74
649027421,era2,midrise,1246.93,0,1159,263637.81,12930.66,5935.39,7942.94,70351.79,91138.11,72309.47,13703.76
649027423,era2,midrise,1421.99,0,1159,300651.43,14746.04,6768.67,9058.08,80228.68,103933.25,82461.20,15627.67
649027426,era2,midrise,1202.18,0,1159,254176.76,12466.61,5722.38,7657.89,67827.00,87867.34,69714.42,13211.96
649027429,era2,lowrise,1236.08,0,1159,261344.29,12818.15,5883.74,7873.83,69739.63,90345.09,71680.28,13584.52
649027431,era2,midrise,1445.17,0,1118,305552.88,14986.41,6879.01,9205.73,81536.49,105627.48,83805.41,15882.42
